b total,player total,pcard1,pcard2,pcard3,bcard1,bcard2,bcard3,outcome,rounds,banker streak,player streak,tie streak,shoe number
4,6,2,4,,0,4,7,player win,68,0,1,0,74
6,5,0,5,0,0,6,7,banker win,69,1,0,0,74
9,4,5,9,0,0,0,9,banker win,70,2,0,0,74
6,5,5,0,0,2,4,9,banker win,71,3,0,0,74
5,8,1,7,,2,3,9,player win,72,0,1,0,74
0,6,2,4,,8,2,0,player win,73,0,2,0,74
2,8,8,0,,7,5,0,player win,74,0,3,0,74
8,3,2,1,,8,0,,banker win,75,1,0,0,74
5,6,1,5,,1,0,4,player win,76,0,1,0,74
6,4,0,4,0,9,7,4,banker win,77,1,0,0,74
8,5,1,2,2,0,0,8,banker win,78,2,0,0,74
2,7,5,8,4,0,0,2,player win,79,0,1,0,74
7,7,0,3,4,4,7,6,tie,80,0,1,1,74
0,8,0,8,,0,0,6,player win,81,0,2,0,74
8,3,1,0,2,5,9,4,banker win,1,1,0,0,75
8,9,0,9,,8,0,,player win,2,0,1,0,75
6,2,4,8,0,4,2,,banker win,3,1,0,0,75
3,7,8,3,6,0,5,8,player win,4,0,1,0,75
3,8,2,6,,3,0,8,player win,5,0,2,0,75
9,3,0,1,2,9,5,5,banker win,6,1,0,0,75
9,0,0,0,2,1,8,,banker win,7,2,0,0,75
0,9,2,7,,0,0,,player win,8,0,1,0,75
0,7,6,7,4,5,8,7,player win,9,0,2,0,75
9,2,1,1,4,9,0,,banker win,10,1,0,0,75
2,9,0,3,6,0,2,,player win,11,0,1,0,75
9,0,0,0,0,5,5,9,banker win,12,1,0,0,75
3,1,0,5,6,0,4,9,banker win,13,2,0,0,75
2,9,2,7,,2,0,9,player win,14,0,1,0,75
7,4,4,7,3,9,8,,banker win,15,1,0,0,75
2,8,6,2,,2,0,,player win,16,0,1,0,75
1,5,5,0,0,5,8,8,player win,17,0,2,0,75
9,7,3,4,,0,0,9,banker win,18,1,0,0,75
5,5,8,3,4,3,2,0,tie,19,1,0,1,75
3,0,0,0,0,3,0,0,banker win,20,2,0,0,75
1,2,6,6,0,3,0,8,player win,21,0,1,0,75
0,1,0,0,1,8,5,7,player win,22,0,2,0,75
2,8,0,8,,0,2,7,player win,23,0,3,0,75
9,2,1,1,,6,3,,banker win,24,1,0,0,75
2,6,0,0,6,6,7,9,player win,25,0,1,0,75
5,0,9,2,9,0,0,5,banker win,26,1,0,0,75
7,6,0,5,1,9,8,,banker win,27,2,0,0,75
8,5,8,7,1,0,8,,banker win,28,3,0,0,75
4,5,9,6,0,2,2,,player win,29,0,1,0,75
4,4,8,3,3,4,0,0,tie,30,0,1,1,75
5,6,7,9,,5,0,0,player win,31,0,2,0,75
0,9,7,7,5,0,0,0,player win,32,0,3,0,75
6,2,0,1,1,4,2,0,banker win,33,1,0,0,75
2,7,0,7,,0,1,1,player win,34,0,1,0,75
7,4,5,0,9,7,3,7,banker win,35,1,0,0,75
1,9,3,6,,1,0,7,player win,36,0,1,0,75
0,8,0,8,,0,0,7,player win,37,0,2,0,75
4,6,9,7,,0,4,7,player win,38,0,3,0,75
1,1,0,0,1,1,0,0,tie,39,0,3,1,75
4,7,4,0,3,0,4,0,player win,40,0,4,0,75
0,7,7,0,,2,0,8,player win,41,0,5,0,75
5,1,7,4,0,0,5,8,banker win,42,1,0,0,75
7,2,1,3,8,0,7,,banker win,43,2,0,0,75
5,7,4,3,,5,0,,player win,44,0,1,0,75
8,1,0,1,,2,6,,banker win,45,1,0,0,75
6,6,6,0,,7,9,,tie,46,1,0,1,75
4,7,5,2,,4,0,,player win,47,0,1,0,75
5,6,7,9,,3,2,,player win,48,0,2,0,75
9,0,9,1,,8,1,,banker win,49,1,0,0,75
7,0,0,0,0,1,6,,banker win,50,2,0,0,75
2,6,3,0,3,0,0,2,player win,51,0,1,0,75
5,6,9,5,2,0,5,2,player win,52,0,2,0,75
8,5,9,6,2,2,6,,banker win,53,1,0,0,75
2,5,1,4,0,7,3,2,player win,54,0,1,0,75
1,7,0,0,7,4,7,0,player win,55,0,2,0,75
9,0,8,2,7,9,0,,banker win,56,1,0,0,75
6,1,0,1,0,0,0,6,banker win,57,2,0,0,75
1,6,0,1,5,9,4,8,player win,58,0,1,0,75
2,6,0,0,6,0,0,2,player win,59,0,2,0,75
5,3,0,4,9,2,3,2,banker win,60,1,0,0,75
6,8,9,5,4,4,2,2,player win,61,0,1,0,75
4,6,1,5,,0,0,4,player win,62,0,2,0,75
7,4,8,6,0,7,0,,banker win,63,1,0,0,75
1,7,6,1,,0,2,9,player win,64,0,1,0,75
7,2,8,4,0,8,4,5,banker win,65,1,0,0,75
7,5,0,0,5,2,8,7,banker win,66,2,0,0,75
9,7,0,0,7,7,4,6,banker win,67,3,0,0,75
7,6,0,1,5,7,0,,banker win,68,4,0,0,75
0,1,8,3,0,3,7,0,player win,69,0,1,0,75
6,3,0,3,0,0,6,0,banker win,70,1,0,0,75
6,5,6,6,3,9,2,5,banker win,71,2,0,0,75
5,0,9,1,0,5,0,5,banker win,72,3,0,0,75
8,3,0,3,0,5,3,,banker win,73,4,0,0,75
0,8,8,0,,0,0,,player win,74,0,1,0,75
4,8,4,4,,9,5,,player win,75,0,2,0,75
9,8,9,9,,1,8,,banker win,76,1,0,0,75
5,5,6,6,3,9,6,,tie,77,1,0,1,75
5,8,6,8,4,0,5,,player win,78,0,1,0,75
4,0,0,0,0,4,0,,banker win,79,1,0,0,75
6,7,7,0,,2,0,4,player win,1,0,1,0,76
6,6,6,0,,2,4,4,tie,2,0,1,1,76
4,6,0,6,,0,0,4,player win,3,0,2,0,76
2,9,0,9,,0,2,4,player win,4,0,3,0,76
0,7,1,6,,8,2,0,player win,5,0,4,0,76
6,9,0,1,8,0,6,0,player win,6,0,5,0,76
6,7,6,1,,6,0,0,player win,7,0,6,0,76
7,7,0,2,5,4,3,,tie,8,0,6,1,76
5,9,2,7,,6,9,,player win,9,0,7,0,76
5,9,0,9,,0,5,,player win,10,0,8,0,76
8,6,2,4,,0,8,,banker win,11,1,0,0,76
7,6,2,4,,1,6,,banker win,12,2,0,0,76
5,8,8,0,,4,1,,player win,13,0,1,0,76
5,3,3,0,0,0,0,5,banker win,14,1,0,0,76
6,6,0,5,1,7,9,5,tie,15,1,0,1,76
5,0,0,2,8,0,0,5,banker win,16,2,0,0,76
3,8,0,8,,3,0,5,player win,17,0,1,0,76
9,0,0,0,,5,4,,banker win,18,1,0,0,76
4,8,4,4,,4,0,,player win,19,0,1,0,76
0,3,0,0,3,2,8,0,player win,20,0,2,0,76
8,9,5,4,,8,0,,player win,21,0,3,0,76
5,6,0,6,,7,8,,player win,22,0,4,0,76
3,0,2,8,0,6,7,0,banker win,23,1,0,0,76
8,6,6,0,,7,6,5,banker win,24,2,0,0,76
5,6,0,6,,5,0,5,player win,25,0,1,0,76
7,4,0,3,1,0,7,,banker win,26,1,0,0,76
1,2,2,3,7,5,9,7,player win,27,0,1,0,76
4,3,0,3,0,8,6,7,banker win,28,1,0,0,76
0,1,4,0,7,0,0,0,player win,29,0,1,0,76
4,7,9,1,7,0,5,9,player win,30,0,2,0,76
7,8,0,8,,0,7,,player win,31,0,3,0,76
3,9,7,2,,5,8,,player win,32,0,4,0,76
2,9,1,3,5,7,5,,player win,33,0,5,0,76
8,4,6,8,5,2,6,,banker win,34,1,0,0,76
5,0,0,0,0,0,5,,banker win,35,2,0,0,76
8,7,0,7,,0,8,,banker win,36,3,0,0,76
9,6,0,6,,0,9,,banker win,37,4,0,0,76
0,7,6,9,2,0,0,0,player win,38,0,1,0,76
7,6,6,0,,4,3,,banker win,39,1,0,0,76
9,4,2,2,,9,0,,banker win,40,2,0,0,76
9,9,0,9,,0,9,,tie,41,2,0,1,76
1,5,0,1,4,7,4,0,player win,42,0,1,0,76
5,7,0,7,,3,2,0,player win,43,0,2,0,76
6,5,1,1,3,1,5,0,banker win,44,1,0,0,76
6,8,6,9,3,0,6,0,player win,45,0,1,0,76
9,1,0,1,3,9,0,,banker win,46,1,0,0,76
4,8,0,8,,0,4,,player win,47,0,1,0,76
9,5,5,0,,4,5,,banker win,48,1,0,0,76
0,8,0,5,3,0,0,,player win,49,0,1,0,76
1,8,0,8,,1,0,,player win,50,0,2,0,76
0,8,7,4,7,0,0,,player win,51,0,3,0,76
9,6,0,5,1,0,2,7,banker win,52,1,0,0,76
9,4,4,0,1,8,1,,banker win,53,2,0,0,76
6,6,0,6,,8,8,,tie,54,2,0,1,76
5,0,9,2,9,5,0,,banker win,55,3,0,0,76
8,0,9,2,9,2,1,5,banker win,56,4,0,0,76
5,9,8,4,7,8,7,5,player win,57,0,1,0,76
5,4,5,0,9,1,4,5,banker win,58,1,0,0,76
1,9,3,0,6,8,3,5,player win,59,0,1,0,76
0,1,6,9,6,2,4,4,player win,60,0,2,0,76
1,9,2,7,,1,0,4,player win,61,0,3,0,76
0,2,2,1,9,0,2,7,player win,62,0,4,0,76
9,6,4,2,,9,0,,banker win,63,1,0,0,76
7,4,7,7,0,0,7,,banker win,64,2,0,0,76
7,7,5,0,2,1,1,5,tie,65,2,0,1,76
9,1,0,1,2,9,0,,banker win,66,3,0,0,76
0,3,3,0,0,7,3,0,player win,67,0,1,0,76
7,3,7,4,2,9,8,,banker win,68,1,0,0,76
3,7,4,3,,0,0,0,player win,69,0,1,0,76
5,6,9,6,1,3,7,5,player win,70,0,2,0,76
6,1,2,3,6,6,0,0,banker win,71,1,0,0,76
9,2,1,1,6,9,0,,banker win,72,2,0,0,76
6,0,3,7,0,3,3,,banker win,73,3,0,0,76
1,7,1,0,6,6,0,5,player win,74,0,1,0,76
8,0,0,0,6,0,8,,banker win,75,1,0,0,76
6,2,3,0,9,7,9,,banker win,76,2,0,0,76
4,9,4,5,,9,5,,player win,77,0,1,0,76
6,1,3,8,0,0,6,,banker win,78,1,0,0,76
8,6,3,3,,8,0,,banker win,79,2,0,0,76
6,6,6,0,,4,2,,tie,80,2,0,1,76
6,6,1,0,5,8,8,,tie,81,2,0,2,76
3,3,0,0,3,4,0,9,tie,82,2,0,3,76
6,6,9,2,5,6,6,4,tie,1,0,0,1,77
9,9,0,9,,8,1,,tie,2,0,0,2,77
8,4,0,4,,6,2,,banker win,3,1,0,0,77
8,8,9,9,,6,2,,tie,4,1,0,1,77
3,8,7,7,4,0,3,,player win,5,0,1,0,77
5,3,1,0,2,3,2,,banker win,6,1,0,0,77
1,6,3,3,,0,0,1,player win,7,0,1,0,77
1,0,0,0,0,6,5,0,banker win,8,1,0,0,77
3,8,3,5,,4,9,0,player win,9,0,1,0,77
4,2,9,3,0,3,8,3,banker win,10,1,0,0,77
8,2,7,5,0,8,0,,banker win,11,2,0,0,77
6,6,6,0,,6,0,,tie,12,2,0,1,77
2,1,0,1,0,1,2,9,banker win,13,3,0,0,77
5,7,2,2,3,5,0,9,player win,14,0,1,0,77
0,8,3,5,,6,4,9,player win,15,0,2,0,77
4,9,5,4,,0,4,9,player win,16,0,3,0,77
5,6,0,1,5,4,1,0,player win,17,0,4,0,77
0,3,4,0,9,0,0,0,player win,18,0,5,0,77
3,8,8,0,,3,0,0,player win,19,0,6,0,77
0,7,3,0,4,3,0,7,player win,20,0,7,0,77
9,0,2,8,4,0,9,,banker win,21,1,0,0,77
6,4,0,1,3,6,4,6,banker win,22,2,0,0,77
4,4,0,0,4,0,1,0,tie,23,2,0,1,77
7,6,4,2,,5,2,,banker win,24,3,0,0,77
9,0,7,3,,0,9,,banker win,25,4,0,0,77
7,7,9,8,,9,1,7,tie,26,4,0,1,77
7,1,0,5,6,0,4,3,banker win,27,5,0,0,77
6,6,4,2,,6,0,3,tie,28,5,0,1,77
6,4,0,0,4,7,8,1,banker win,29,6,0,0,77
1,3,0,2,1,8,3,0,player win,30,0,1,0,77
2,8,0,0,8,8,4,0,player win,31,0,2,0,77
3,8,0,8,,5,8,0,player win,32,0,3,0,77
2,9,0,2,7,2,0,0,player win,33,0,4,0,77
6,9,0,1,8,4,2,0,player win,34,0,5,0,77
9,0,0,0,0,1,0,8,banker win,35,1,0,0,77
7,3,3,1,9,2,5,,banker win,36,2,0,0,77
9,8,0,8,,7,2,,banker win,37,3,0,0,77
7,7,7,5,5,0,0,7,tie,38,3,0,1,77
0,7,7,0,,0,0,0,player win,39,0,1,0,77
9,7,2,5,,9,0,,banker win,40,1,0,0,77
2,6,3,7,6,1,1,7,player win,41,0,1,0,77
6,8,0,8,,6,0,7,player win,42,0,2,0,77
4,7,6,1,,1,3,7,player win,43,0,3,0,77
5,1,6,5,0,0,5,7,banker win,44,1,0,0,77
1,8,9,9,,5,6,7,player win,45,0,1,0,77
4,9,9,0,,0,4,7,player win,46,0,2,0,77
8,5,9,6,,8,0,,banker win,47,1,0,0,77
0,8,7,1,,0,0,,player win,48,0,1,0,77
5,3,4,0,9,6,9,,banker win,49,1,0,0,77
8,0,0,0,9,5,3,,banker win,50,2,0,0,77
9,2,7,5,9,5,4,,banker win,51,3,0,0,77
8,2,0,5,7,4,7,7,banker win,52,4,0,0,77
7,3,0,0,3,0,4,3,banker win,53,5,0,0,77
1,5,2,0,3,0,0,1,player win,54,0,1,0,77
2,9,4,6,9,2,0,1,player win,55,0,2,0,77
6,8,2,6,,6,0,1,player win,56,0,3,0,77
7,0,0,0,0,5,2,,banker win,57,1,0,0,77
9,1,5,6,0,9,0,,banker win,58,2,0,0,77
1,5,5,0,0,0,2,9,player win,59,0,1,0,77
9,6,6,0,,0,0,9,banker win,60,1,0,0,77
3,8,0,0,8,2,1,9,player win,61,0,1,0,77
8,0,0,0,8,1,7,,banker win,62,1,0,0,77
8,5,4,1,0,1,0,7,banker win,63,2,0,0,77
8,5,8,7,0,0,8,,banker win,64,3,0,0,77
9,5,2,3,0,1,8,,banker win,65,4,0,0,77
6,3,9,4,0,8,8,,banker win,66,5,0,0,77
4,8,8,0,,8,6,,player win,67,0,1,0,77
5,9,7,6,6,0,5,,player win,68,0,2,0,77
7,0,7,8,5,0,5,2,banker win,69,1,0,0,77
8,6,6,0,,2,9,7,banker win,70,2,0,0,77
8,6,0,6,,8,0,,banker win,71,3,0,0,77
7,9,9,0,,5,2,,player win,72,0,1,0,77
1,7,3,4,,0,1,0,player win,73,0,2,0,77
8,5,5,0,,0,8,,banker win,74,1,0,0,77
3,2,0,2,0,3,0,0,banker win,75,2,0,0,77
9,0,9,1,0,9,0,,banker win,76,3,0,0,77
2,9,0,9,,4,8,,player win,77,0,1,0,77
2,0,0,0,0,7,4,1,banker win,78,1,0,0,77
0,5,0,4,1,1,0,9,player win,79,0,1,0,77
9,4,5,9,1,7,2,,banker win,80,1,0,0,77
9,4,1,0,3,3,0,6,banker win,81,2,0,0,77
3,8,0,0,8,6,7,,player win,1,0,1,0,78
6,0,0,0,0,3,0,3,banker win,2,1,0,0,78
9,2,0,2,0,2,7,,banker win,3,2,0,0,78
5,3,3,0,0,0,5,,banker win,4,3,0,0,78
7,8,0,8,,3,4,,player win,5,0,1,0,78
3,9,9,0,,3,0,,player win,6,0,2,0,78
8,4,4,0,,1,7,,banker win,7,1,0,0,78
4,3,0,3,0,7,7,,banker win,8,2,0,0,78
6,0,4,6,0,6,4,6,banker win,9,3,0,0,78
7,2,1,0,1,4,3,,banker win,10,4,0,0,78
0,3,1,0,2,0,0,0,player win,11,0,1,0,78
4,6,0,6,,9,5,0,player win,12,0,2,0,78
0,6,1,9,6,4,6,0,player win,13,0,3,0,78
0,1,6,5,0,0,0,0,player win,14,0,4,0,78
5,6,6,8,2,2,0,3,player win,15,0,5,0,78
6,1,0,3,8,1,0,5,banker win,16,1,0,0,78
9,5,6,7,2,3,8,8,banker win,17,2,0,0,78
4,7,0,7,,0,4,8,player win,18,0,1,0,78
4,8,5,3,,4,0,8,player win,19,0,2,0,78
1,3,4,9,0,0,1,0,player win,20,0,3,0,78
1,6,2,4,,4,7,0,player win,21,0,4,0,78
6,8,1,0,7,0,6,0,player win,22,0,5,0,78
2,7,8,9,,0,2,0,player win,23,0,6,0,78
6,3,2,3,8,0,6,0,banker win,24,1,0,0,78
9,6,1,3,2,0,0,9,banker win,25,2,0,0,78
7,4,2,3,9,8,9,,banker win,26,3,0,0,78
7,0,5,0,5,3,2,2,banker win,27,4,0,0,78
4,2,1,1,0,0,4,2,banker win,28,5,0,0,78
8,9,9,0,,5,3,,player win,29,0,1,0,78
3,0,1,9,0,0,1,0,banker win,30,1,0,0,78
6,6,6,6,4,0,1,5,tie,31,1,0,1,78
7,4,0,0,4,6,1,,banker win,32,2,0,0,78
9,4,5,9,4,0,9,,banker win,33,3,0,0,78
6,8,7,1,,7,9,,player win,34,0,1,0,78
9,4,4,0,,5,4,,banker win,35,1,0,0,78
1,6,2,4,,0,1,0,player win,36,0,1,0,78
7,8,8,0,,9,8,,player win,37,0,2,0,78
0,6,9,7,,7,6,7,player win,38,0,3,0,78
9,0,0,0,,8,1,,banker win,39,1,0,0,78
8,5,7,8,,0,8,,banker win,40,2,0,0,78
3,9,8,1,,5,8,,player win,41,0,1,0,78
8,6,6,0,,8,0,,banker win,42,1,0,0,78
3,0,7,4,9,7,6,0,banker win,43,2,0,0,78
6,7,0,7,,9,7,0,player win,44,0,1,0,78
2,7,5,6,6,4,0,8,player win,45,0,2,0,78
5,3,0,4,9,3,2,8,banker win,46,1,0,0,78
7,6,0,6,,7,0,,banker win,47,2,0,0,78
9,6,8,8,,9,0,,banker win,48,3,0,0,78
5,3,0,4,9,5,0,,banker win,49,4,0,0,78
9,9,0,9,,0,9,,tie,50,4,0,1,78
9,3,3,0,,0,9,,banker win,51,5,0,0,78
8,8,7,1,,1,7,,tie,52,5,0,1,78
4,6,8,8,,3,9,2,player win,53,0,1,0,78
8,8,5,3,,2,6,,tie,54,0,1,1,78
2,0,0,0,0,2,0,0,banker win,55,1,0,0,78
5,3,0,0,3,5,0,0,banker win,56,2,0,0,78
9,1,1,0,3,8,1,,banker win,57,3,0,0,78
4,2,2,0,0,0,4,,banker win,58,4,0,0,78
3,0,0,0,0,0,0,0,banker win,59,5,0,0,78
2,9,1,0,8,7,5,0,player win,60,0,1,0,78
8,1,7,4,8,3,5,,banker win,61,1,0,0,78
2,6,0,6,,5,6,1,player win,62,0,1,0,78
5,8,6,2,,0,5,1,player win,63,0,2,0,78
8,7,9,8,,5,7,6,banker win,64,1,0,0,78
3,8,6,2,,0,3,6,player win,65,0,1,0,78
9,0,8,3,9,0,3,6,banker win,66,1,0,0,78
4,0,2,0,8,4,0,6,banker win,67,2,0,0,78
8,7,7,0,,7,3,8,banker win,68,3,0,0,78
0,9,2,7,,0,0,8,player win,69,0,1,0,78
0,9,0,9,,0,0,8,player win,70,0,2,0,78
6,0,8,2,0,5,1,8,banker win,71,1,0,0,78
4,1,1,0,0,0,0,1,banker win,72,2,0,0,78
8,4,9,5,0,8,0,,banker win,73,3,0,0,78
6,7,4,0,3,2,0,4,player win,74,0,1,0,78
6,8,2,3,3,6,0,4,player win,75,0,2,0,78
1,7,5,6,6,0,5,5,player win,76,0,3,0,78
0,7,7,5,5,1,2,7,player win,77,0,4,0,78
5,8,0,4,4,4,1,7,player win,78,0,5,0,78
9,1,8,3,4,0,9,,banker win,79,1,0,0,78
3,9,7,2,,9,4,,player win,80,0,1,0,78
5,7,7,0,,7,8,,player win,1,0,1,0,79
0,7,0,1,6,1,0,9,player win,2,0,2,0,79
5,9,1,2,6,4,1,9,player win,3,0,3,0,79
3,6,0,0,6,3,0,0,player win,4,0,4,0,79
3,9,5,4,,0,3,0,player win,5,0,5,0,79
5,2,2,0,0,0,5,0,banker win,6,1,0,0,79
2,9,5,4,,2,0,0,player win,7,0,1,0,79
6,6,6,0,,0,6,0,tie,8,0,1,1,79
8,0,2,8,,3,5,,banker win,9,1,0,0,79
8,0,0,0,,2,6,,banker win,10,2,0,0,79
8,4,4,0,,8,0,,banker win,11,3,0,0,79
4,7,7,0,,7,7,,player win,12,0,1,0,79
6,8,0,8,,6,0,,player win,13,0,2,0,79
6,7,1,6,,1,5,,player win,14,0,3,0,79
7,2,0,2,0,0,7,,banker win,15,1,0,0,79
9,2,9,3,0,9,0,,banker win,16,2,0,0,79
6,8,6,9,3,1,5,,player win,17,0,1,0,79
5,7,2,3,2,3,0,2,player win,18,0,2,0,79
6,1,4,1,6,9,7,0,banker win,19,1,0,0,79
7,4,6,4,4,3,2,2,banker win,20,2,0,0,79
0,2,2,8,2,0,0,7,player win,21,0,1,0,79
5,1,0,0,1,0,5,7,banker win,22,1,0,0,79
7,1,5,0,6,7,0,,banker win,23,2,0,0,79
1,8,0,8,,1,0,,player win,24,0,1,0,79
6,0,5,0,5,0,4,2,banker win,25,1,0,0,79
4,0,0,0,0,2,2,2,banker win,26,2,0,0,79
4,7,7,0,,6,8,2,player win,27,0,1,0,79
5,9,6,3,,8,7,2,player win,28,0,2,0,79
4,4,0,4,0,5,9,2,tie,29,0,2,1,79
9,1,0,1,0,2,7,,banker win,30,1,0,0,79
5,2,3,0,9,8,7,,banker win,31,2,0,0,79
5,8,5,3,,0,5,,player win,32,0,1,0,79
8,7,9,8,,9,9,,banker win,33,1,0,0,79
7,1,3,0,8,9,8,,banker win,34,2,0,0,79
0,9,8,1,,0,0,,player win,35,0,1,0,79
5,7,0,0,7,2,3,0,player win,36,0,2,0,79
0,6,0,0,6,3,1,6,player win,37,0,3,0,79
4,6,6,0,,0,4,6,player win,38,0,4,0,79
7,6,6,0,,8,9,,banker win,39,1,0,0,79
0,7,3,4,,0,0,0,player win,40,0,1,0,79
9,4,5,9,,0,9,,banker win,41,1,0,0,79
2,4,7,7,0,5,7,0,player win,42,0,1,0,79
3,0,3,2,5,0,3,8,banker win,43,1,0,0,79
5,8,9,3,6,3,2,8,player win,44,0,1,0,79
7,0,0,0,0,9,8,,banker win,45,1,0,0,79
8,9,0,9,,5,3,,player win,46,0,1,0,79
1,4,3,0,1,4,8,9,player win,47,0,2,0,79
7,8,8,0,,0,7,,player win,48,0,3,0,79
8,5,6,9,0,8,4,6,banker win,49,1,0,0,79
0,8,0,8,,9,1,6,player win,50,0,1,0,79
2,6,0,0,6,0,4,8,player win,51,0,2,0,79
6,8,0,1,7,0,6,8,player win,52,0,3,0,79
3,9,3,0,6,9,4,8,player win,53,0,4,0,79
7,1,9,5,7,3,8,3,banker win,54,1,0,0,79
9,6,0,6,,0,2,7,banker win,55,2,0,0,79
4,8,7,1,,0,4,7,player win,56,0,1,0,79
5,3,9,4,0,5,0,7,banker win,57,1,0,0,79
5,6,0,6,,0,5,7,player win,58,0,1,0,79
0,9,0,0,9,5,5,7,player win,59,0,2,0,79
1,6,1,5,,5,5,1,player win,60,0,3,0,79
1,8,8,0,,6,5,1,player win,61,0,4,0,79
9,8,0,8,,8,1,,banker win,62,1,0,0,79
7,8,1,0,7,7,0,,player win,63,0,1,0,79
4,2,0,1,1,3,1,,banker win,64,1,0,0,79
1,4,0,0,4,0,4,7,player win,65,0,1,0,79
1,9,5,4,,7,4,7,player win,66,0,2,0,79
2,8,8,0,,8,4,7,player win,67,0,3,0,79
5,5,4,1,0,2,9,4,tie,68,0,3,1,79
0,9,0,9,,0,0,4,player win,69,0,4,0,79
6,7,7,0,,3,3,4,player win,70,0,5,0,79
9,2,1,1,,9,0,,banker win,71,1,0,0,79
0,2,4,6,2,9,4,7,player win,72,0,1,0,79
0,9,0,0,9,0,0,7,player win,73,0,2,0,79
6,4,0,1,3,0,1,5,banker win,74,1,0,0,79
9,3,3,0,0,0,0,9,banker win,75,2,0,0,79
2,8,4,4,,2,0,9,player win,76,0,1,0,79
9,2,2,0,,9,0,,banker win,77,1,0,0,79
7,5,5,8,2,6,1,,banker win,78,2,0,0,79
5,5,0,3,2,5,0,,tie,79,2,0,1,79
6,6,0,6,,1,5,,tie,80,2,0,2,79
9,6,2,4,,1,8,,banker win,81,3,0,0,79
6,7,7,0,,6,0,,player win,82,0,1,0,79
1,2,8,4,0,7,4,0,player win,83,0,2,0,79
9,0,0,0,,4,5,,banker win,1,1,0,0,80
9,4,0,0,4,4,6,9,banker win,2,2,0,0,80
6,0,0,0,0,6,0,9,banker win,3,3,0,0,80
1,4,0,4,0,3,0,8,player win,4,0,1,0,80
9,7,3,4,,0,9,,banker win,5,1,0,0,80
6,6,1,0,5,0,6,,tie,6,1,0,1,80
9,0,0,0,5,0,9,,banker win,7,2,0,0,80
4,3,1,2,0,6,8,,banker win,8,3,0,0,80
2,7,6,5,6,0,2,0,player win,9,0,1,0,80
1,7,9,8,,1,0,0,player win,10,0,2,0,80
2,7,0,0,7,4,2,6,player win,11,0,3,0,80
7,5,9,1,5,5,0,2,banker win,12,1,0,0,80
4,0,0,0,0,9,5,2,banker win,13,2,0,0,80
5,3,0,0,3,1,4,2,banker win,14,3,0,0,80
2,8,8,0,,3,9,2,player win,15,0,1,0,80
9,4,4,0,,3,6,,banker win,16,1,0,0,80
4,9,4,7,8,2,2,,player win,17,0,1,0,80
7,7,0,7,,2,5,,tie,18,0,1,1,80
3,7,0,0,7,7,8,8,player win,19,0,2,0,80
7,7,9,8,,7,0,,tie,20,0,2,1,80
2,5,0,0,5,4,8,0,player win,21,0,3,0,80
8,7,3,8,6,6,7,5,banker win,22,1,0,0,80
4,1,2,8,1,1,3,5,banker win,23,2,0,0,80
5,7,7,0,,0,0,5,player win,24,0,1,0,80
7,2,0,2,0,1,6,,banker win,25,1,0,0,80
1,0,4,6,0,2,9,0,banker win,26,2,0,0,80
8,4,4,0,0,0,0,5,banker win,27,3,0,0,80
5,8,3,2,3,9,6,5,player win,28,0,1,0,80
4,0,7,5,8,4,0,5,banker win,29,1,0,0,80
6,6,5,1,,1,5,5,tie,30,1,0,1,80
0,8,6,2,,0,0,5,player win,31,0,1,0,80
2,8,8,6,4,5,7,5,player win,32,0,2,0,80
7,1,0,1,0,7,0,,banker win,33,1,0,0,80
1,6,1,4,1,0,3,8,player win,34,0,1,0,80
7,9,2,0,7,7,0,,player win,35,0,2,0,80
8,4,4,0,7,5,3,,banker win,36,1,0,0,80
8,4,6,8,0,0,2,6,banker win,37,2,0,0,80
0,0,1,9,0,6,6,8,tie,38,2,0,1,80
9,1,6,5,0,9,0,,banker win,39,3,0,0,80
7,0,0,3,7,7,0,,banker win,40,4,0,0,80
8,7,0,1,6,2,9,7,banker win,41,5,0,0,80
1,7,0,3,4,0,0,1,player win,42,0,1,0,80
1,9,8,1,,1,0,1,player win,43,0,2,0,80
7,1,1,1,9,8,5,4,banker win,44,1,0,0,80
2,9,9,2,8,2,0,4,player win,45,0,1,0,80
0,8,4,4,,3,7,4,player win,46,0,2,0,80
4,9,3,1,5,6,8,4,player win,47,0,3,0,80
7,6,8,8,,2,0,5,banker win,48,1,0,0,80
7,9,0,1,8,7,0,,player win,49,0,1,0,80
0,7,1,6,,0,0,0,player win,50,0,2,0,80
5,9,0,9,,2,3,0,player win,51,0,3,0,80
8,3,9,4,,0,8,,banker win,52,1,0,0,80
4,2,4,9,9,5,9,,banker win,53,2,0,0,80
2,8,1,7,,0,2,,player win,54,0,1,0,80
4,6,3,0,3,1,3,0,player win,55,0,2,0,80
6,7,0,7,,3,3,0,player win,56,0,3,0,80
4,7,0,7,,5,7,2,player win,57,0,4,0,80
9,4,4,0,,9,0,,banker win,58,1,0,0,80
3,6,2,0,4,3,0,0,player win,59,0,1,0,80
8,2,9,3,0,5,8,5,banker win,60,1,0,0,80
3,9,4,0,5,4,9,5,player win,61,0,1,0,80
7,7,9,2,6,7,0,,tie,62,0,1,1,80
2,7,0,0,7,4,8,0,player win,63,0,2,0,80
6,6,5,1,,1,5,0,tie,64,0,2,1,80
6,8,0,8,,0,6,0,player win,65,0,3,0,80
3,7,6,4,7,3,0,0,player win,66,0,4,0,80
1,4,7,8,9,1,0,0,player win,67,0,5,0,80
